region_code,metric,year,value,ci_lower,ci_upper,ci_width,cv
N92000002,gdhi_total_mn_gbp,2006,21619.0,,,,
S92000003,gdhi_per_head_gbp,2006,13704.0,,,,
S92000003,gdhi_total_mn_gbp,2006,70345.0,,,,
W92000004,gdhi_per_head_gbp,2006,12545.0,,,,
W92000004,gdhi_total_mn_gbp,2006,37456.0,,,,
E12000001,gdhi_per_head_gbp,2007,12434.0,,,,
E12000001,gdhi_total_mn_gbp,2007,31856.0,,,,
E12000002,gdhi_per_head_gbp,2007,13531.0,,,,
E12000002,gdhi_total_mn_gbp,2007,93757.0,,,,
E12000003,gdhi_per_head_gbp,2007,13247.0,,,,
E12000003,gdhi_total_mn_gbp,2007,68412.0,,,,
E12000004,gdhi_per_head_gbp,2007,13803.0,,,,
E12000004,gdhi_total_mn_gbp,2007,60800.0,,,,
E12000005,gdhi_per_head_gbp,2007,13201.0,,,,
E12000005,gdhi_total_mn_gbp,2007,71970.0,,,,
E12000006,gdhi_per_head_gbp,2007,15609.0,,,,
E12000006,gdhi_total_mn_gbp,2007,88245.0,,,,
E12000007,gdhi_per_head_gbp,2007,20924.0,,,,
E12000007,gdhi_total_mn_gbp,2007,160976.0,,,,
E12000008,gdhi_per_head_gbp,2007,17730.0,,,,
E12000008,gdhi_total_mn_gbp,2007,148072.0,,,,
E12000009,gdhi_per_head_gbp,2007,15134.0,,,,
E12000009,gdhi_total_mn_gbp,2007,78253.0,,,,
N92000002,gdhi_per_head_gbp,2007,12659.0,,,,
N92000002,gdhi_total_mn_gbp,2007,22301.0,,,,
S92000003,gdhi_per_head_gbp,2007,14415.0,,,,
S92000003,gdhi_total_mn_gbp,2007,74527.0,,,,
W92000004,gdhi_per_head_gbp,2007,12912.0,,,,
W92000004,gdhi_total_mn_gbp,2007,38819.0,,,,
E12000001,gdhi_per_head_gbp,2008,12721.0,,,,
E12000001,gdhi_total_mn_gbp,2008,32683.0,,,,
E12000002,gdhi_per_head_gbp,2008,13756.0,,,,
E12000002,gdhi_total_mn_gbp,2008,95724.0,,,,
E12000003,gdhi_per_head_gbp,2008,13417.0,,,,
E12000003,gdhi_total_mn_gbp,2008,69752.0,,,,
E12000004,gdhi_per_head_gbp,2008,13968.0,,,,
E12000004,gdhi_total_mn_gbp,2008,62035.0,,,,
E12000005,gdhi_per_head_gbp,2008,13548.0,,,,
E12000005,gdhi_total_mn_gbp,2008,74461.0,,,,
E12000006,gdhi_per_head_gbp,2008,16119.0,,,,
E12000006,gdhi_total_mn_gbp,2008,92015.0,,,,
E12000007,gdhi_per_head_gbp,2008,21540.0,,,,
E12000007,gdhi_total_mn_gbp,2008,168277.0,,,,
E12000008,gdhi_per_head_gbp,2008,18086.0,,,,
E12000008,gdhi_total_mn_gbp,2008,152399.0,,,,
E12000009,gdhi_per_head_gbp,2008,15612.0,,,,
E12000009,gdhi_total_mn_gbp,2008,81260.0,,,,
N92000002,gdhi_per_head_gbp,2008,12869.0,,,,
N92000002,gdhi_total_mn_gbp,2008,22896.0,,,,
S92000003,gdhi_per_head_gbp,2008,15021.0,,,,
S92000003,gdhi_total_mn_gbp,2008,78150.0,,,,
W92000004,gdhi_per_head_gbp,2008,13440.0,,,,
W92000004,gdhi_total_mn_gbp,2008,40667.0,,,,
E12000001,gdhi_per_head_gbp,2009,13291.0,,,,
E12000001,gdhi_total_mn_gbp,2009,34230.0,,,,
E12000002,gdhi_per_head_gbp,2009,14260.0,,,,
E12000002,gdhi_total_mn_gbp,2009,99623.0,,,,
E12000003,gdhi_per_head_gbp,2009,13784.0,,,,
E12000003,gdhi_total_mn_gbp,2009,72000.0,,,,
E12000004,gdhi_per_head_gbp,2009,14199.0,,,,
E12000004,gdhi_total_mn_gbp,2009,63492.0,,,,
E12000005,gdhi_per_head_gbp,2009,13873.0,,,,
E12000005,gdhi_total_mn_gbp,2009,76687.0,,,,
E12000006,gdhi_per_head_gbp,2009,16536.0,,,,
E12000006,gdhi_total_mn_gbp,2009,95104.0,,,,
E12000007,gdhi_per_head_gbp,2009,21431.0,,,,
E12000007,gdhi_total_mn_gbp,2009,170218.0,,,,
E12000008,gdhi_per_head_gbp,2009,18443.0,,,,
E12000008,gdhi_total_mn_gbp,2009,156600.0,,,,
E12000009,gdhi_per_head_gbp,2009,15699.0,,,,
E12000009,gdhi_total_mn_gbp,2009,82058.0,,,,
N92000002,gdhi_per_head_gbp,2009,13041.0,,,,
N92000002,gdhi_total_mn_gbp,2009,23387.0,,,,
S92000003,gdhi_per_head_gbp,2009,15214.0,,,,
S92000003,gdhi_total_mn_gbp,2009,79598.0,,,,
W92000004,gdhi_per_head_gbp,2009,13456.0,,,,
W92000004,gdhi_total_mn_gbp,2009,40892.0,,,,
E12000001,gdhi_per_head_gbp,2010,13509.0,,,,
E12000001,gdhi_total_mn_gbp,2010,34945.0,,,,
E12000002,gdhi_per_head_gbp,2010,14378.0,,,,
E12000002,gdhi_total_mn_gbp,2010,100933.0,,,,
E12000003,gdhi_per_head_gbp,2010,13841.0,,,,
E12000003,gdhi_total_mn_gbp,2010,72733.0,,,,
E12000004,gdhi_per_head_gbp,2010,14221.0,,,,
E12000004,gdhi_total_mn_gbp,2010,64096.0,,,,
E12000005,gdhi_per_head_gbp,2010,14012.0,,,,
E12000005,gdhi_total_mn_gbp,2010,77988.0,,,,
E12000006,gdhi_per_head_gbp,2010,16657.0,,,,
E12000006,gdhi_total_mn_gbp,2010,96736.0,,,,
E12000007,gdhi_per_head_gbp,2010,21575.0,,,,
E12000007,gdhi_total_mn_gbp,2010,173927.0,,,,
E12000008,gdhi_per_head_gbp,2010,18484.0,,,,
E12000008,gdhi_total_mn_gbp,2010,158556.0,,,,
E12000009,gdhi_per_head_gbp,2010,16065.0,,,,
E12000009,gdhi_total_mn_gbp,2010,84524.0,,,,
N92000002,gdhi_per_head_gbp,2010,13226.0,,,,
N92000002,gdhi_total_mn_gbp,2010,23870.0,,,,
S92000003,gdhi_per_head_gbp,2010,15417.0,,,,
S92000003,gdhi_total_mn_gbp,2010,81128.0,,,,
W92000004,gdhi_per_head_gbp,2010,13660.0,,,,
W92000004,gdhi_total_mn_gbp,2010,41662.0,,,,
E12000001,gdhi_per_head_gbp,2011,13654.0,,,,
E12000001,gdhi_total_mn_gbp,2011,35451.0,,,,
E12000002,gdhi_per_head_gbp,2011,14506.0,,,,
E12000002,gdhi_total_mn_gbp,2011,102352.0,,,,
E12000003,gdhi_per_head_gbp,2011,14067.0,,,,
E12000003,gdhi_total_mn_gbp,2011,74388.0,,,,
E12000004,gdhi_per_head_gbp,2011,14499.0,,,,
E12000004,gdhi_total_mn_gbp,2011,65789.0,,,,
E12000005,gdhi_per_head_gbp,2011,14188.0,,,,
E12000005,gdhi_total_mn_gbp,2011,79575.0,,,,
E12000006,gdhi_per_head_gbp,2011,16778.0,,,,
E12000006,gdhi_total_mn_gbp,2011,98360.0,,,,
E12000007,gdhi_per_head_gbp,2011,21391.0,,,,
E12000007,gdhi_total_mn_gbp,2011,175499.0,,,,
E12000008,gdhi_per_head_gbp,2011,18661.0,,,,
E12000008,gdhi_total_mn_gbp,2011,161471.0,,,,
E12000009,gdhi_per_head_gbp,2011,16312.0,,,,
E12000009,gdhi_total_mn_gbp,2011,86466.0,,,,
N92000002,gdhi_per_head_gbp,2011,13519.0,,,,
N92000002,gdhi_total_mn_gbp,2011,24528.0,,,,
S92000003,gdhi_per_head_gbp,2011,15711.0,,,,
S92000003,gdhi_total_mn_gbp,2011,83264.0,,,,
W92000004,gdhi_per_head_gbp,2011,13883.0,,,,
W92000004,gdhi_total_mn_gbp,2011,42535.0,,,,
E12000001,gdhi_per_head_gbp,2012,14227.0,,,,
E12000001,gdhi_total_mn_gbp,2012,36975.0,,,,
E12000002,gdhi_per_head_gbp,2012,14972.0,,,,
E12000002,gdhi_total_mn_gbp,2012,105992.0,,,,
E12000003,gdhi_per_head_gbp,2012,14477.0,,,,
E12000003,gdhi_total_mn_gbp,2012,76921.0,,,,
E12000004,gdhi_per_head_gbp,2012,14981.0,,,,
E12000004,gdhi_total_mn_gbp,2012,68474.0,,,,
E12000005,gdhi_per_head_gbp,2012,14568.0,,,,
E12000005,gdhi_total_mn_gbp,2012,82167.0,,,,
E12000006,gdhi_per_head_gbp,2012,17370.0,,,,
E12000006,gdhi_total_mn_gbp,2012,102743.0,,,,
E12000007,gdhi_per_head_gbp,2012,22698.0,,,,
E12000007,gdhi_total_mn_gbp,2012,188863.0,,,,
E12000008,gdhi_per_head_gbp,2012,19310.0,,,,
E12000008,gdhi_total_mn_gbp,2012,168611.0,,,,
E12000009,gdhi_per_head_gbp,2012,16685.0,,,,
E12000009,gdhi_total_mn_gbp,2012,89039.0,,,,
N92000002,gdhi_per_head_gbp,2012,13749.0,,,,
N92000002,gdhi_total_mn_gbp,2012,25086.0,,,,
S92000003,gdhi_per_head_gbp,2012,16198.0,,,,
S92000003,gdhi_total_mn_gbp,2012,85988.0,,,,
W92000004,gdhi_per_head_gbp,2012,14300.0,,,,
W92000004,gdhi_total_mn_gbp,2012,43914.0,,,,
E12000001,gdhi_per_head_gbp,2013,14564.0,,,,
E12000001,gdhi_total_mn_gbp,2013,37914.0,,,,
E12000002,gdhi_per_head_gbp,2013,15427.0,,,,
E12000002,gdhi_total_mn_gbp,2013,109608.0,,,,
E12000003,gdhi_per_head_gbp,2013,14883.0,,,,
E12000003,gdhi_total_mn_gbp,2013,79402.0,,,,
E12000004,gdhi_per_head_gbp,2013,15434.0,,,,
E12000004,gdhi_total_mn_gbp,2013,71066.0,,,,
E12000005,gdhi_per_head_gbp,2013,15057.0,,,,
E12000005,gdhi_total_mn_gbp,2013,85478.0,,,,
E12000006,gdhi_per_head_gbp,2013,17984.0,,,,
E12000006,gdhi_total_mn_gbp,2013,107375.0,,,,
E12000007,gdhi_per_head_gbp,2013,23906.0,,,,
E12000007,gdhi_total_mn_gbp,2013,201744.0,,,,
E12000008,gdhi_per_head_gbp,2013,20083.0,,,,
E12000008,gdhi_total_mn_gbp,2013,176915.0,,,,
E12000009,gdhi_per_head_gbp,2013,17306.0,,,,
E12000009,gdhi_total_mn_gbp,2013,93014.0,,,,
N92000002,gdhi_per_head_gbp,2013,14305.0,,,,
N92000002,gdhi_total_mn_gbp,2013,26203.0,,,,
S92000003,gdhi_per_head_gbp,2013,16777.0,,,,
S92000003,gdhi_total_mn_gbp,2013,89208.0,,,,
W92000004,gdhi_per_head_gbp,2013,14616.0,,,,
W92000004,gdhi_total_mn_gbp,2013,44886.0,,,,
E12000001,gdhi_per_head_gbp,2014,14959.0,,,,
E12000001,gdhi_total_mn_gbp,2014,39050.0,,,,
E12000002,gdhi_per_head_gbp,2014,15828.0,,,,
E12000002,gdhi_total_mn_gbp,2014,113028.0,,,,
E12000003,gdhi_per_head_gbp,2014,15300.0,,,,
E12000003,gdhi_total_mn_gbp,2014,81955.0,,,,
E12000004,gdhi_per_head_gbp,2014,15913.0,,,,
E12000004,gdhi_total_mn_gbp,2014,73877.0,,,,
E12000005,gdhi_per_head_gbp,2014,15606.0,,,,
E12000005,gdhi_total_mn_gbp,2014,89217.0,,,,
E12000006,gdhi_per_head_gbp,2014,18537.0,,,,
E12000006,gdhi_total_mn_gbp,2014,111953.0,,,,
E12000007,gdhi_per_head_gbp,2014,24890.0,,,,
E12000007,gdhi_total_mn_gbp,2014,212736.0,,,,
E12000008,gdhi_per_head_gbp,2014,20575.0,,,,
E12000008,gdhi_total_mn_gbp,2014,182990.0,,,,
E12000009,gdhi_per_head_gbp,2014,17888.0,,,,
E12000009,gdhi_total_mn_gbp,2014,96992.0,,,,
N92000002,gdhi_per_head_gbp,2014,14760.0,,,,
N92000002,gdhi_total_mn_gbp,2014,27205.0,,,,
S92000003,gdhi_per_head_gbp,2014,17192.0,,,,
S92000003,gdhi_total_mn_gbp,2014,91673.0,,,,
W92000004,gdhi_per_head_gbp,2014,15092.0,,,,
W92000004,gdhi_total_mn_gbp,2014,46391.0,,,,
E12000001,gdhi_per_head_gbp,2015,15516.0,,,,
E12000001,gdhi_total_mn_gbp,2015,40523.0,,,,
E12000002,gdhi_per_head_gbp,2015,16551.0,,,,
E12000002,gdhi_total_mn_gbp,2015,118881.0,,,,
E12000003,gdhi_per_head_gbp,2015,16021.0,,,,
E12000003,gdhi_total_mn_gbp,2015,86151.0,,,,
E12000004,gdhi_per_head_gbp,2015,16680.0,,,,
E12000004,gdhi_total_mn_gbp,2015,78090.0,,,,
E12000005,gdhi_per_head_gbp,2015,16391.0,,,,
E12000005,gdhi_total_mn_gbp,2015,94351.0,,,,
E12000006,gdhi_per_head_gbp,2015,19582.0,,,,
