region,region_code,metric,year,value,source,data_type,ci_lower,ci_upper,method,quality_metrics
South West,TLK,chained_gva_mn_gbp,2023,170832.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2023,185952.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2023,74903.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2023,81458.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2023,168245.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2023,183471.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2023,51465.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2023,56141.0,gva,historical,,,,
North East,TLC,emp_total_jobs,2009,1012000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2009,3012000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2009,2224000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2009,1907000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2009,2302000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2009,2423000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2009,4143000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2009,3727000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2009,2314000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2009,1171000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2009,2407000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2010,1011000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2010,2980000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2010,2202000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2010,1906000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2010,2312000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2010,2400000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2010,4206000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2010,3783000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2010,2284000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2010,1166000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2010,2331000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2011,1006000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2011,2977000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2011,2184000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2011,1902000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2011,2302000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2011,2405000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2011,4304000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2011,3756000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2011,2238000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2011,1170000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2011,2350000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2012,1001000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2012,2987000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2012,2164000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2012,1903000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2012,2323000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2012,2419000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2012,4447000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2012,3780000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2012,2232000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2012,1178000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2012,2319000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2013,1006000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2013,3017000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2013,2193000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2013,1907000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2013,2340000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2013,2447000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2013,4560000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2013,3825000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2013,2266000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2013,1187000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2013,2348000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2014,1034000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2014,3086000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2014,2261000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2014,1947000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2014,2404000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2014,2557000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2014,4737000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2014,3908000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2014,2352000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2014,1209000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2014,2437000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2015,1063000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2015,3162000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2015,2330000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2015,2010000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2015,2465000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2015,2629000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2015,4924000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2015,4073000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2015,2387000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2015,1232000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2015,2462000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2016,1037000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2016,3246000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2016,2340000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2016,2062000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2016,2505000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2016,2701000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2016,5019000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2016,4147000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2016,2420000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2016,1256000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2016,2481000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2017,1064000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2017,3298000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2017,2381000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2017,2062000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2017,2579000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2017,2763000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2017,5138000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2017,4107000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2017,2437000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2017,1243000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2017,2471000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2018,1052000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2018,3328000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2018,2390000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2018,2070000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2018,2577000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2018,2764000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2018,5148000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2018,4147000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2018,2469000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2018,1270000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2018,2508000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2019,1070000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2019,3406000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2019,2397000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2019,2089000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2019,2593000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2019,2784000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2019,5252000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2019,4214000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2019,2497000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2019,1269000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2019,2501000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2020,1040000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2020,3316000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2020,2343000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2020,2049000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2020,2564000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2020,2780000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2020,5121000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2020,4107000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2020,2474000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2020,1259000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2020,2445000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2021,1087000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2021,3439000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2021,2438000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2021,2109000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2021,2605000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2021,2829000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2021,5329000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2021,4153000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2021,2538000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2021,1259000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2021,2521000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2022,1069000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2022,3485000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2022,2473000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2022,2167000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2022,2663000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2022,2821000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2022,5618000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2022,4269000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2022,2568000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2022,1277000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2022,2524000.0,employment,historical,,,,
North East,TLC,emp_total_jobs,2023,1102000.0,employment,historical,,,,
North West,TLD,emp_total_jobs,2023,3555000.0,employment,historical,,,,
Yorkshire & Humber,TLE,emp_total_jobs,2023,2497000.0,employment,historical,,,,
East Midlands,TLF,emp_total_jobs,2023,2137000.0,employment,historical,,,,
West Midlands,TLG,emp_total_jobs,2023,2701000.0,employment,historical,,,,
East of England,TLH,emp_total_jobs,2023,2881000.0,employment,historical,,,,
London,TLI,emp_total_jobs,2023,5700000.0,employment,historical,,,,
South East,TLJ,emp_total_jobs,2023,4325000.0,employment,historical,,,,
South West,TLK,emp_total_jobs,2023,2598000.0,employment,historical,,,,
Wales,TLL,emp_total_jobs,2023,1300000.0,employment,historical,,,,
Scotland,TLM,emp_total_jobs,2023,2562000.0,employment,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2023,19017.877212225747,model,forecast,18621.541375364744,19420.418408117177,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2024,19536.624390440804,model,forecast,18963.778506989507,20124.463447216363,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2025,20068.363823750773,model,forecast,19350.320726126127,20810.66195119112,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2026,20613.410360225294,model,forecast,19764.323703979433,21496.505711994112,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2027,21172.086505845193,model,forecast,20199.586541190627,22188.858982210255,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2028,21744.722610616765,model,forecast,20653.134355386082,22891.37627720648,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2029,22331.6570591877,model,forecast,21123.352801975663,23606.368253545144,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_per_head_gbp,2030,22933.236466075952,model,forecast,21609.31391515175,24335.476276946978,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01071580581469759), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2023,50584.53143312886,model,forecast,49519.28670010087,51666.63217424942,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2024,52087.83569981851,model,forecast,50544.60275012834,53671.89239490731,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2025,53634.22386297443,model,forecast,51695.255700581125,55639.3930476494,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2026,55224.90223262225,model,forecast,52926.56612396657,57616.286604844965,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2027,56861.11046374739,model,forecast,54222.31445240796,59621.334623504124,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2028,58544.12247206862,model,forecast,55574.90351316544,61664.747119217165,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2029,60275.247374876846,model,forecast,56980.37475722999,63753.168299720746,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,E12000001,gdhi_total_mn_gbp,2030,62055.83045762337,model,forecast,58436.60904354229,65891.4777969898,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.010829065475052621), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2023,20345.451937263188,model,forecast,19676.48477244845,21031.095329147294,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2024,20904.352139436935,model,forecast,19940.154603479998,21908.85227058816,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2025,21477.570416748116,model,forecast,20271.315224483533,22749.041298264605,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2026,22065.46082453566,model,forecast,20641.249587640687,23581.137005672055,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2027,22668.38610502964,model,forecast,21039.27185164256,24416.601787324715,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2028,23286.717900271404,model,forecast,21460.15761064344,25261.456085899135,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2029,23920.836970238128,model,forecast,21900.982882558234,26119.4398919257,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_per_head_gbp,2030,24571.1334163001,model,forecast,22359.981806565804,26993.155546465106,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01698413676009717), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2023,151891.18234812035,model,forecast,147009.78986719967,156891.44293415398,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2024,156836.15310943872,model,forecast,149764.36431248952,164196.63925467068,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2025,161942.11238537836,model,forecast,153049.59268230599,171304.1208335483,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2026,167214.30131953568,model,forecast,156660.89827431276,178429.4814143413,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2027,172658.1316862266,model,forecast,160523.7943267075,185658.58929394677,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2028,178279.19144554457,model,forecast,164603.14645180473,193038.33694611836,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2029,184083.2504792624,model,forecast,168880.4051447265,200599.42096863245,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,E12000002,gdhi_total_mn_gbp,2030,190076.26651347865,model,forecast,173345.3957750639,208364.56495945202,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016595647350139887), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2023,19652.961809515175,model,forecast,19008.441903039802,20313.505756278577,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016939485164144136), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2024,20188.076072674157,model,forecast,19259.314354345694,21155.555046018046,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016939485164144136), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2025,20737.760520083742,model,forecast,19576.03764493419,21962.121974967085,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016939485164144136), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
