region,region_code,metric,year,value,source,data_type,ci_lower,ci_upper,method,quality_metrics
London,E12000007,gdhi_per_head_gbp,2029,42319.34982761748,model,forecast,37121.4887799878,48214.378783031054,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.02520996782223585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_per_head_gbp,2030,43858.78119425787,model,forecast,38126.14439837136,50421.32063755539,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.02520996782223585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2023,313251.4764578319,model,forecast,297387.16060632205,330502.235566995,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2024,327881.4812570539,model,forecast,304184.4273740343,353168.33799872897,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2025,342753.5740309689,model,forecast,312690.95143894874,375434.0268491604,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2026,358263.12842906266,model,forecast,322249.6152984615,398012.5641641851,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2027,374436.52768722567,model,forecast,332626.1478705389,421196.73264358763,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2028,391301.2296534361,model,forecast,343713.39884544193,445154.6603573372,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2029,408885.8102990253,model,forecast,355457.578511975,470003.68411733536,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
London,E12000007,gdhi_total_mn_gbp,2030,427220.0089864345,model,forecast,367831.80702424323,495836.9077104597,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026933306762464176), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2023,26742.00194661469,model,forecast,25801.731437436043,27707.380935783116,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2024,27506.655071356712,model,forecast,26150.708517337906,28923.350268045637,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2025,28293.17246797889,model,forecast,26595.571698189742,30089.187282717256,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2026,29102.179317192982,model,forecast,27096.121694957004,31246.42852336337,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2027,29934.318675948532,model,forecast,27637.467569369346,32411.341259115765,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2028,30790.25198858108,model,forecast,28212.38291477844,33592.56844109817,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2029,31670.659612575226,model,forecast,28816.870745198736,34795.564987994025,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_per_head_gbp,2030,32576.24135936228,model,forecast,29448.56141309284,36024.20107717121,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018177866791024445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2023,253297.89773064817,model,forecast,244229.1305201139,262613.37446565577,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2024,262508.7361852481,model,forecast,249334.1481635838,276284.7364707644,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2025,272054.5144312828,model,forecast,255437.6571624082,289653.03568638227,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2026,281947.4121052135,model,forecast,262164.75308156555,303118.92777054093,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2027,292200.05173965375,model,forecast,269380.4786599839,316844.07455336006,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2028,302825.5148686912,model,forecast,277022.36686332116,330918.63627113804,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2029,313837.35871886264,model,forecast,285058.4964826647,345403.2525603699,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,E12000008,gdhi_total_mn_gbp,2030,325249.6335070715,model,forecast,293472.3921168494,360344.18042228965,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.018514297794267626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2023,23079.401302792532,model,forecast,22324.16293810099,23853.37439157387,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2024,23744.65440506638,model,forecast,22654.635270691055,24880.01066999755,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2025,24429.083121312127,model,forecast,23063.518495415552,25868.11022685217,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2026,25133.240179762044,model,forecast,23518.618419802977,26851.038546510754,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2027,25857.69424078478,model,forecast,24008.0415764228,27841.894786693978,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2028,26603.03035612198,model,forecast,24526.04277884934,28847.665232488172,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2029,27369.85044136202,model,forecast,25069.467984205792,29872.78147343076,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_per_head_gbp,2030,28158.773762032622,model,forecast,25636.46949030128,30920.40627652073,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016902056011281103), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2023,133776.26173525525,model,forecast,129167.99723823284,138505.02114677773,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2024,138627.0571357732,model,forecast,131930.8452148543,145616.97172442146,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2025,143653.74484866761,model,forecast,135206.75050010835,152580.08789899867,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2026,148862.70281879048,model,forecast,138805.43580474542,159598.07844046477,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2027,154260.54025852334,model,forecast,142658.52913943725,166753.2420413158,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2028,159854.10603365535,model,forecast,146734.4944162334,174091.5549708382,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2029,165650.49735333904,model,forecast,151017.3224408853,181643.99901134957,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,E12000009,gdhi_total_mn_gbp,2030,171657.06877514554,model,forecast,155498.85945057415,189434.2525466776,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.01780426465972727), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2023,19299.020995115956,model,forecast,18320.035764221506,20316.174752913324,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2024,19878.728664990536,model,forecast,18470.443109945063,21379.502605688598,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2025,20474.82685233631,model,forecast,18714.189267682796,22385.518492980693,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2026,21087.757312711055,model,forecast,19009.190463041446,23377.32784573347,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2027,21717.97332538849,model,forecast,19339.75430844168,24371.67275260946,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2028,22365.93998833331,model,forecast,19698.16752724737,25377.344990062793,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2029,23032.13452065065,model,forecast,20080.07148350073,26399.811266844,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_per_head_gbp,2030,23717.046572698182,model,forecast,20482.792884348415,27442.883316379422,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.026383174285875277), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2023,37411.94315286373,model,forecast,35642.0175661668,39246.05543176289,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2024,38794.611848039276,model,forecast,36229.25264844481,41516.54533368046,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2025,40228.38114263568,model,forecast,36997.49850518902,43715.00298287166,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2026,41715.139610011676,model,forecast,37872.92510467414,45919.411660626036,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2027,43256.84562132381,model,forecast,38828.64111918827,48160.97413264574,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2028,44855.52992511048,model,forecast,39851.917492182336,50456.89510351206,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2029,46513.2983222115,model,forecast,40935.979896746234,52818.59500891815,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,N92000002,gdhi_total_mn_gbp,2030,48232.33443954703,model,forecast,42077.05447937751,55254.67076041452,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.024572890312067112), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2023,21964.937823452135,model,forecast,21154.838565323324,22797.757924858623,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2024,22587.62940757573,model,forecast,21420.177290355692,23810.041000022138,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2025,23224.583244856785,model,forecast,21763.97784135841,24774.190961981825,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2026,23876.104797519623,model,forecast,22151.441983973647,25725.67905370996,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2027,24542.506871808022,model,forecast,22569.576893627032,26678.18758341414,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2028,25224.10978104128,model,forecast,23011.986798643593,27638.818661256035,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2029,25921.24151203668,model,forecast,23475.05082500924,28611.916742595437,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_per_head_gbp,2030,26634.237895001585,model,forecast,23956.54258821443,29600.449432564626,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.019079985049570078), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2023,120469.90279619266,model,forecast,116537.26827304109,124499.84927208356,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2024,124359.2441109845,model,forecast,118664.15636023214,130290.61400400511,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2025,128358.3442341039,model,forecast,121200.38230524784,135900.4085194396,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2026,132470.06518476314,model,forecast,123980.11297690222,141501.1637772812,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2027,136697.34349803696,model,forecast,126942.28336525704,147160.2046747392,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2028,141043.1921898191,model,forecast,130057.47897705139,152913.3720070954,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2029,145510.70277241422,model,forecast,133309.5909267602,158783.37184659002,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,S92000003,gdhi_total_mn_gbp,2030,150103.0473220914,model,forecast,136689.20076424093,164786.39530253335,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.016860557155549804), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2024,63679.869699092225,model,forecast,58744.27872620309,68915.67832010413,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2025,64254.189098057905,model,forecast,57345.78368702561,71875.46721523859,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2026,64826.69185308417,model,forecast,56406.93573592965,74379.71173205557,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2027,65397.882414801854,model,forecast,55699.44478787713,76657.70001459352,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2028,65968.22766831079,model,forecast,55136.10069818537,78797.57684905868,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2029,66538.159774505,model,forecast,54672.80500264621,80844.31654130906,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,chained_gva_mn_gbp,2030,67108.07882926328,model,forecast,54283.740448164186,82824.55773726213,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.040737229349729585), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,emp_total_jobs,2024,1094799.6164999986,model,forecast,1075764.1219422917,1114171.9414517165,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,emp_total_jobs,2025,1101434.0195297308,model,forecast,1080424.0423829884,1122852.5576880677,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,emp_total_jobs,2026,1108108.626540993,model,forecast,1085064.5737490696,1131642.0772746836,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,emp_total_jobs,2027,1114823.6811668787,model,forecast,1089694.473520872,1140532.3880140474,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,emp_total_jobs,2028,1121579.4285168785,model,forecast,1094320.1106262244,1149517.7711322438,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,emp_total_jobs,2029,1128376.115185829,model,forecast,1098946.2070730429,1158594.1596841386,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,emp_total_jobs,2030,1135213.9892629127,model,forecast,1103576.329111478,1167758.6474293042,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North East,TLC,nominal_gva_mn_gbp,2024,67387.33414026539,model,forecast,59844.494299828824,75611.29970001607,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,nominal_gva_mn_gbp,2025,69688.99386054286,model,forecast,58962.49291698625,82074.24657099674,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,nominal_gva_mn_gbp,2026,72069.26831659417,model,forecast,58751.854909262445,88091.29532797227,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,nominal_gva_mn_gbp,2027,74530.84264759382,model,forecast,58884.46125828841,93999.53597778843,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,nominal_gva_mn_gbp,2028,77076.49370545034,model,forecast,59237.783107952746,99930.82099741313,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,nominal_gva_mn_gbp,2029,79709.09318731725,model,forecast,59751.235743380545,105955.42507910944,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,nominal_gva_mn_gbp,2030,82431.6108750953,model,forecast,60390.19085083754,112118.0471243972,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.05965722010816292), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2024,224164.30647812883,model,forecast,208700.09619575454,240460.16609784172,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2025,227890.70979229582,model,forecast,206035.23509785466,251735.5865556558,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2026,231679.059104369,model,forecast,204797.61993580151,261746.88723832773,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2027,235530.38417584702,model,forecast,204288.01172208777,271196.36779721046,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2028,239445.73188650285,model,forecast,204240.34342016713,280353.21289749374,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2029,243426.16651895427,model,forecast,204520.47164222563,289354.7415734495,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,chained_gva_mn_gbp,2030,247472.7700479581,model,forecast,205050.05542176662,298282.52952820185,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03613677838915553), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,emp_total_jobs,2024,3581855.2568739792,model,forecast,3516039.486713868,3648903.0142225553,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,emp_total_jobs,2025,3630742.2107818257,model,forecast,3557555.260893378,3705434.781592836,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,emp_total_jobs,2026,3680296.398313309,model,forecast,3599422.4294735296,3762987.491695721,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,emp_total_jobs,2027,3730526.9262070023,model,forecast,3641674.317448148,3821547.4350566003,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,emp_total_jobs,2028,3781443.025494785,model,forecast,3684336.68026373,3881108.7574221333,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,emp_total_jobs,2029,3833054.053198302,model,forecast,3727430.0640322086,3941671.1037755306,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,emp_total_jobs,2030,3885369.494048515,model,forecast,3770971.3728907215,4003238.055268122,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
North West,TLD,nominal_gva_mn_gbp,2024,239999.84146082404,model,forecast,207368.88674033686,259297.18037170314,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.057009068790809414), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,nominal_gva_mn_gbp,2025,241599.1936590918,model,forecast,205950.12647662897,282499.33262182656,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.057009068790809414), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North West,TLD,nominal_gva_mn_gbp,2026,251325.30707317608,model,forecast,206765.98034812367,304496.20690545853,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.057009068790809414), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
